week,variant,stat,theta,Alpha,Delta,Gamma,Mu,Omicron,Other,weekly_count_variants
0,Alpha,mean,0.3222622147693785,2.0,0.0,4.0,6.0,0.0,5.0,12.0
0,Alpha,q025,0.18859887804866235,2.0,0.0,4.0,6.0,0.0,5.0,12.0
0,Alpha,q975,0.49014686874024466,2.0,0.0,4.0,6.0,0.0,5.0,12.0
1,Alpha,mean,0.21881322157498403,3.0,0.0,4.0,4.0,0.0,15.0,11.0
1,Alpha,q025,0.13642400278569505,3.0,0.0,4.0,4.0,0.0,15.0,11.0
1,Alpha,q975,0.3220596942602155,3.0,0.0,4.0,4.0,0.0,15.0,11.0
2,Alpha,mean,0.140890175082775,6.0,0.0,17.0,23.0,0.0,21.0,46.0
2,Alpha,q025,0.09376092162149414,6.0,0.0,17.0,23.0,0.0,21.0,46.0
2,Alpha,q975,0.20243315926729855,6.0,0.0,17.0,23.0,0.0,21.0,46.0
3,Alpha,mean,0.0877051684656387,10.0,0.0,10.0,36.0,0.0,10.0,56.0
3,Alpha,q025,0.056054428527690894,10.0,0.0,10.0,36.0,0.0,10.0,56.0
3,Alpha,q975,0.12655232588041498,10.0,0.0,10.0,36.0,0.0,10.0,56.0
4,Alpha,mean,0.05361888060942328,1.0,0.0,15.0,33.0,0.0,12.0,49.0
4,Alpha,q025,0.030622774514882177,1.0,0.0,15.0,33.0,0.0,12.0,49.0
4,Alpha,q975,0.08300085749942973,1.0,0.0,15.0,33.0,0.0,12.0,49.0
5,Alpha,mean,0.03252568049097597,0.0,0.0,11.0,31.0,0.0,9.0,42.0
5,Alpha,q025,0.015569867977639448,0.0,0.0,11.0,31.0,0.0,9.0,42.0
5,Alpha,q975,0.05498680910354177,0.0,0.0,11.0,31.0,0.0,9.0,42.0
6,Alpha,mean,0.019696415771999546,0.0,0.0,6.0,10.0,0.0,0.0,16.0
6,Alpha,q025,0.007588429378056493,0.0,0.0,6.0,10.0,0.0,0.0,16.0
6,Alpha,q975,0.03710732787521464,0.0,0.0,6.0,10.0,0.0,0.0,16.0
7,Alpha,mean,0.01194745414267346,0.0,1.0,11.0,26.0,0.0,15.0,38.0
7,Alpha,q025,0.0035905924504471324,0.0,1.0,11.0,26.0,0.0,15.0,38.0
7,Alpha,q975,0.025460496680855985,0.0,1.0,11.0,26.0,0.0,15.0,38.0
8,Alpha,mean,0.007272512381154873,0.0,1.0,8.0,11.0,0.0,7.0,20.0
8,Alpha,q025,0.001668045414828625,0.0,1.0,8.0,11.0,0.0,7.0,20.0
8,Alpha,q975,0.017247955001549492,0.0,1.0,8.0,11.0,0.0,7.0,20.0
9,Alpha,mean,0.004446441416861277,1.0,0.0,5.0,11.0,0.0,2.0,17.0
9,Alpha,q025,0.0007673170173620326,1.0,0.0,5.0,11.0,0.0,2.0,17.0
9,Alpha,q975,0.011841062561373362,1.0,0.0,5.0,11.0,0.0,2.0,17.0
10,Alpha,mean,0.002731619443984248,0.0,0.0,10.0,26.0,0.0,1.0,36.0
10,Alpha,q025,0.0003543499598446075,0.0,0.0,10.0,26.0,0.0,1.0,36.0
10,Alpha,q975,0.008032976643036788,0.0,0.0,10.0,26.0,0.0,1.0,36.0
11,Alpha,mean,0.0016862105148613329,0.0,0.0,1.0,14.0,0.0,1.0,15.0
11,Alpha,q025,0.00016426867043100248,0.0,0.0,1.0,14.0,0.0,1.0,15.0
11,Alpha,q975,0.005512208361941583,0.0,0.0,1.0,14.0,0.0,1.0,15.0
12,Alpha,mean,0.001045615617005794,0.0,0.0,4.0,20.0,0.0,2.0,24.0
12,Alpha,q025,7.570543491083824e-05,0.0,0.0,4.0,20.0,0.0,2.0,24.0
12,Alpha,q975,0.0038154136330047508,0.0,0.0,4.0,20.0,0.0,2.0,24.0
13,Alpha,mean,0.0006509890155242904,0.0,0.0,5.0,20.0,0.0,1.0,25.0
13,Alpha,q025,3.447793433555345e-05,0.0,0.0,5.0,20.0,0.0,1.0,25.0
13,Alpha,q975,0.0026083357555325374,0.0,0.0,5.0,20.0,0.0,1.0,25.0
14,Alpha,mean,0.000406597504945261,0.0,1.0,10.0,57.0,0.0,1.0,68.0
14,Alpha,q025,1.5539869232807922e-05,0.0,1.0,10.0,57.0,0.0,1.0,68.0
14,Alpha,q975,0.0017880007162407383,0.0,1.0,10.0,57.0,0.0,1.0,68.0
15,Alpha,mean,0.00025447197591772465,0.0,2.0,9.0,102.0,0.0,3.0,113.0
15,Alpha,q025,6.8724163051980446e-06,0.0,2.0,9.0,102.0,0.0,3.0,113.0
15,Alpha,q975,0.0011886718216364666,0.0,2.0,9.0,102.0,0.0,3.0,113.0
16,Alpha,mean,0.00015933025019285638,0.0,8.0,15.0,124.0,0.0,4.0,147.0
16,Alpha,q025,3.0540010103308498e-06,0.0,8.0,15.0,124.0,0.0,4.0,147.0
16,Alpha,q975,0.0008013249117498391,0.0,8.0,15.0,124.0,0.0,4.0,147.0
17,Alpha,mean,9.958414043580033e-05,0.0,7.0,7.0,122.0,0.0,10.0,136.0
17,Alpha,q025,1.3571834836943479e-06,0.0,7.0,7.0,122.0,0.0,10.0,136.0
17,Alpha,q975,0.000535853668713125,0.0,7.0,7.0,122.0,0.0,10.0,136.0
18,Alpha,mean,6.195346080139907e-05,0.0,14.0,8.0,96.0,0.0,10.0,118.0
18,Alpha,q025,5.900696507861532e-07,0.0,14.0,8.0,96.0,0.0,10.0,118.0
18,Alpha,q975,0.00035066423370154015,0.0,14.0,8.0,96.0,0.0,10.0,118.0
19,Alpha,mean,3.822425011380098e-05,0.0,40.0,9.0,200.0,0.0,2.0,249.0
19,Alpha,q025,2.574662549403615e-07,0.0,40.0,9.0,200.0,0.0,2.0,249.0
19,Alpha,q975,0.000228663679663315,0.0,40.0,9.0,200.0,0.0,2.0,249.0
20,Alpha,mean,2.3286542342474285e-05,0.0,23.0,10.0,111.0,0.0,1.0,144.0
20,Alpha,q025,1.084793300203443e-07,0.0,23.0,10.0,111.0,0.0,1.0,144.0
20,Alpha,q975,0.00014715542237480006,0.0,23.0,10.0,111.0,0.0,1.0,144.0
21,Alpha,mean,1.3939390369139838e-05,0.0,18.0,5.0,59.0,0.0,2.0,82.0
21,Alpha,q025,4.546994365260368e-08,0.0,18.0,5.0,59.0,0.0,2.0,82.0
21,Alpha,q975,9.21364044732813e-05,0.0,18.0,5.0,59.0,0.0,2.0,82.0
22,Alpha,mean,8.15920621473823e-06,0.0,50.0,4.0,55.0,0.0,2.0,109.0
22,Alpha,q025,1.8694004180900787e-08,0.0,50.0,4.0,55.0,0.0,2.0,109.0
22,Alpha,q975,5.5686331085046174e-05,0.0,50.0,4.0,55.0,0.0,2.0,109.0
23,Alpha,mean,4.651138190466331e-06,0.0,7.0,0.0,12.0,0.0,0.0,19.0
23,Alpha,q025,7.3194438882000205e-09,0.0,7.0,0.0,12.0,0.0,0.0,19.0
23,Alpha,q975,3.3219530678664025e-05,0.0,7.0,0.0,12.0,0.0,0.0,19.0
24,Alpha,mean,2.5759060093084287e-06,0.0,21.0,1.0,14.0,0.0,0.0,36.0
24,Alpha,q025,2.6692630648607882e-09,0.0,21.0,1.0,14.0,0.0,0.0,36.0
24,Alpha,q975,1.8787166301151565e-05,0.0,21.0,1.0,14.0,0.0,0.0,36.0
25,Alpha,mean,1.3856921768762593e-06,0.0,49.0,2.0,16.0,0.0,0.0,67.0
25,Alpha,q025,9.29675025784505e-10,0.0,49.0,2.0,16.0,0.0,0.0,67.0
25,Alpha,q975,1.0006621495822368e-05,0.0,49.0,2.0,16.0,0.0,0.0,67.0
26,Alpha,mean,7.255052172948042e-07,0.0,66.0,2.0,23.0,0.0,1.0,91.0
26,Alpha,q025,3.2488820298214456e-10,0.0,66.0,2.0,23.0,0.0,1.0,91.0
26,Alpha,q975,5.345315738116713e-06,0.0,66.0,2.0,23.0,0.0,1.0,91.0
27,Alpha,mean,3.710723264647276e-07,0.0,86.0,1.0,19.0,0.0,1.0,106.0
27,Alpha,q025,1.0991050696529286e-10,0.0,86.0,1.0,19.0,0.0,1.0,106.0
27,Alpha,q975,2.77655719666478e-06,0.0,86.0,1.0,19.0,0.0,1.0,106.0
28,Alpha,mean,1.8625495844082266e-07,0.0,98.0,1.0,21.0,0.0,0.0,120.0
28,Alpha,q025,3.7599495443893115e-11,0.0,98.0,1.0,21.0,0.0,0.0,120.0
28,Alpha,q975,1.3977697291994515e-06,0.0,98.0,1.0,21.0,0.0,0.0,120.0
29,Alpha,mean,9.217481799356613e-08,0.0,39.0,1.0,11.0,0.0,1.0,51.0
29,Alpha,q025,1.2582555259597736e-11,0.0,39.0,1.0,11.0,0.0,1.0,51.0
29,Alpha,q975,6.90679169632641e-07,0.0,39.0,1.0,11.0,0.0,1.0,51.0
30,Alpha,mean,4.516393615393377e-08,0.0,33.0,0.0,4.0,0.0,2.0,37.0
30,Alpha,q025,3.933550766028861e-12,0.0,33.0,0.0,4.0,0.0,2.0,37.0
30,Alpha,q975,3.371593952894929e-07,0.0,33.0,0.0,4.0,0.0,2.0,37.0
31,Alpha,mean,2.1985364950758033e-08,0.0,28.0,0.0,3.0,0.0,0.0,31.0
31,Alpha,q025,1.2622555223102439e-12,0.0,28.0,0.0,3.0,0.0,0.0,31.0
31,Alpha,q975,1.6500345907031677e-07,0.0,28.0,0.0,3.0,0.0,0.0,31.0
32,Alpha,mean,1.0659278441418808e-08,0.0,72.0,0.0,2.0,0.0,1.0,74.0
32,Alpha,q025,3.9439040432494607e-13,0.0,72.0,0.0,2.0,0.0,1.0,74.0
32,Alpha,q975,7.964046861078084e-08,0.0,72.0,0.0,2.0,0.0,1.0,74.0
33,Alpha,mean,5.154199724906954e-09,0.0,88.0,0.0,3.0,0.0,1.0,91.0
33,Alpha,q025,1.2358576346102336e-13,0.0,88.0,0.0,3.0,0.0,1.0,91.0
33,Alpha,q975,3.8176298095466595e-08,0.0,88.0,0.0,3.0,0.0,1.0,91.0
34,Alpha,mean,2.483941531864776e-09,0.0,74.0,0.0,2.0,0.0,0.0,76.0
34,Alpha,q025,3.8815787329567633e-14,0.0,74.0,0.0,2.0,0.0,0.0,76.0
34,Alpha,q975,1.814984374530007e-08,0.0,74.0,0.0,2.0,0.0,0.0,76.0
35,Alpha,mean,1.1863842552212764e-09,0.0,85.0,0.0,2.0,0.0,0.0,87.0
35,Alpha,q025,1.2063915408643408e-14,0.0,85.0,0.0,2.0,0.0,0.0,87.0
35,Alpha,q975,8.430139779717061e-09,0.0,85.0,0.0,2.0,0.0,0.0,87.0
36,Alpha,mean,5.508373956184996e-10,0.0,87.0,0.0,0.0,0.0,2.0,87.0
36,Alpha,q025,3.649914023012311e-15,0.0,87.0,0.0,0.0,0.0,2.0,87.0
36,Alpha,q975,3.764729842974679e-09,0.0,87.0,0.0,0.0,0.0,2.0,87.0
37,Alpha,mean,2.355530466178723e-10,0.0,42.0,0.0,1.0,8.0,1.0,51.0
37,Alpha,q025,9.893819963761721e-16,0.0,42.0,0.0,1.0,8.0,1.0,51.0
37,Alpha,q975,1.5380673488622203e-09,0.0,42.0,0.0,1.0,8.0,1.0,51.0
38,Alpha,mean,8.298015035609163e-11,0.0,84.0,0.0,1.0,36.0,8.0,121.0
38,Alpha,q025,2.2404557234004403e-16,0.0,84.0,0.0,1.0,36.0,8.0,121.0
38,Alpha,q975,5.046221832272029e-10,0.0,84.0,0.0,1.0,36.0,8.0,121.0
39,Alpha,mean,2.1529375303518258e-11,0.0,22.0,0.0,0.0,69.0,10.0,91.0
39,Alpha,q025,3.808168320637986e-17,0.0,22.0,0.0,0.0,69.0,10.0,91.0
39,Alpha,q975,1.214665922182306e-10,0.0,22.0,0.0,0.0,69.0,10.0,91.0
40,Alpha,mean,4.2369677855420354e-12,0.0,3.0,0.0,0.0,126.0,25.0,129.0
40,Alpha,q025,4.699283103488319e-18,0.0,3.0,0.0,0.0,126.0,25.0,129.0
40,Alpha,q975,2.2290369353137812e-11,0.0,3.0,0.0,0.0,126.0,25.0,129.0
41,Alpha,mean,7.201704843846404e-13,0.0,7.0,0.0,0.0,216.0,31.0,223.0
41,Alpha,q025,4.992244178168919e-19,0.0,7.0,0.0,0.0,216.0,31.0,223.0
41,Alpha,q975,3.70176779114946e-12,0.0,7.0,0.0,0.0,216.0,31.0,223.0
42,Alpha,mean,1.160456527830655e-13,0.0,0.0,0.0,0.0,35.0,5.0,35.0
42,Alpha,q025,4.8531780611990504e-20,0.0,0.0,0.0,0.0,35.0,5.0,35.0
42,Alpha,q975,6.32386218001338e-13,0.0,0.0,0.0,0.0,35.0,5.0,35.0
43,Alpha,mean,1.844186365626553e-14,0.0,0.0,0.0,0.0,57.0,5.0,57.0
43,Alpha,q025,4.598315108745836e-21,0.0,0.0,0.0,0.0,57.0,5.0,57.0
43,Alpha,q975,9.419210841181255e-14,0.0,0.0,0.0,0.0,57.0,5.0,57.0
44,Alpha,mean,2.930140579653924e-15,0.0,0.0,0.0,0.0,20.0,0.0,20.0
44,Alpha,q025,4.395426461829517e-22,0.0,0.0,0.0,0.0,20.0,0.0,20.0
44,Alpha,q975,1.393691675679291e-14,0.0,0.0,0.0,0.0,20.0,0.0,20.0
45,Alpha,mean,4.674476132707998e-16,0.0,0.0,0.0,0.0,94.0,4.0,94.0
45,Alpha,q025,4.263344948831561e-23,0.0,0.0,0.0,0.0,94.0,4.0,94.0
45,Alpha,q975,2.154165212437395e-15,0.0,0.0,0.0,0.0,94.0,4.0,94.0
46,Alpha,mean,7.496160658888203e-17,0.0,0.0,0.0,0.0,90.0,11.0,90.0
46,Alpha,q025,3.93283984343943e-24,0.0,0.0,0.0,0.0,90.0,11.0,90.0
46,Alpha,q975,3.3294026342738394e-16,0.0,0.0,0.0,0.0,90.0,11.0,90.0
47,Alpha,mean,1.2085602011133025e-17,0.0,0.0,0.0,0.0,41.0,4.0,41.0
47,Alpha,q025,3.8441508260111785e-25,0.0,0.0,0.0,0.0,41.0,4.0,41.0
47,Alpha,q975,4.8223430384345707e-17,0.0,0.0,0.0,0.0,41.0,4.0,41.0
48,Alpha,mean,1.958586232039131e-18,0.0,0.0,0.0,0.0,61.0,5.0,61.0
48,Alpha,q025,3.601115144132854e-26,0.0,0.0,0.0,0.0,61.0,5.0,61.0
48,Alpha,q975,6.9310445539779524e-18,0.0,0.0,0.0,0.0,61.0,5.0,61.0
49,Alpha,mean,3.189630937810513e-19,0.0,0.0,0.0,0.0,31.0,3.0,31.0
49,Alpha,q025,3.43490133936364e-27,0.0,0.0,0.0,0.0,31.0,3.0,31.0
49,Alpha,q975,1.024688316356213e-18,0.0,0.0,0.0,0.0,31.0,3.0,31.0
50,Alpha,mean,5.218296534367943e-20,0.0,0.0,0.0,0.0,115.0,6.0,115.0
50,Alpha,q025,3.286777780966485e-28,0.0,0.0,0.0,0.0,115.0,6.0,115.0
50,Alpha,q975,1.503645158124759e-19,0.0,0.0,0.0,0.0,115.0,6.0,115.0
51,Alpha,mean,8.573827930470375e-21,0.0,0.0,0.0,0.0,76.0,4.0,76.0
51,Alpha,q025,2.9273875902904546e-29,0.0,0.0,0.0,0.0,76.0,4.0,76.0
51,Alpha,q975,2.2449904236156523e-20,0.0,0.0,0.0,0.0,76.0,4.0,76.0
52,Alpha,mean,1.414325392085794e-21,0.0,1.0,0.0,0.0,104.0,12.0,105.0
52,Alpha,q025,2.7162598596185497e-30,0.0,1.0,0.0,0.0,104.0,12.0,105.0
52,Alpha,q975,3.2608530541391322e-21,0.0,1.0,0.0,0.0,104.0,12.0,105.0
53,Alpha,mean,2.3416860451454537e-22,0.0,0.0,0.0,0.0,19.0,3.0,19.0
53,Alpha,q025,2.5303514441825843e-31,0.0,0.0,0.0,0.0,19.0,3.0,19.0
53,Alpha,q975,4.73153141096739e-22,0.0,0.0,0.0,0.0,19.0,3.0,19.0
54,Alpha,mean,3.8904060889796875e-23,0.0,0.0,0.0,0.0,61.0,24.0,61.0
54,Alpha,q025,2.3584133752032348e-32,0.0,0.0,0.0,0.0,61.0,24.0,61.0
54,Alpha,q975,6.879038823747087e-23,0.0,0.0,0.0,0.0,61.0,24.0,61.0
55,Alpha,mean,6.48390531489124e-24,0.0,0.0,0.0,0.0,62.0,33.0,62.0
55,Alpha,q025,2.3017171903506572e-33,0.0,0.0,0.0,0.0,62.0,33.0,62.0
55,Alpha,q975,1.0467102032879782e-23,0.0,0.0,0.0,0.0,62.0,33.0,62.0
56,Alpha,mean,1.0837992986519353e-24,0.0,0.0,0.0,0.0,71.0,50.0,71.0
56,Alpha,q025,2.134467382740064e-34,0.0,0.0,0.0,0.0,71.0,50.0,71.0
56,Alpha,q975,1.593877552521979e-24,0.0,0.0,0.0,0.0,71.0,50.0,71.0
57,Alpha,mean,1.8164903264102312e-25,0.0,0.0,0.0,0.0,96.0,36.0,96.0
57,Alpha,q025,2.031882463099899e-35,0.0,0.0,0.0,0.0,96.0,36.0,96.0
57,Alpha,q975,2.424633774820413e-25,0.0,0.0,0.0,0.0,96.0,36.0,96.0
58,Alpha,mean,3.052090232115121e-26,0.0,0.0,0.0,0.0,18.0,9.0,18.0
58,Alpha,q025,1.9349962446212184e-36,0.0,0.0,0.0,0.0,18.0,9.0,18.0
58,Alpha,q975,3.6552226909950836e-26,0.0,0.0,0.0,0.0,18.0,9.0,18.0
59,Alpha,mean,5.139916911249203e-27,0.0,0.0,0.0,0.0,68.0,6.0,68.0
59,Alpha,q025,1.8218584608579223e-37,0.0,0.0,0.0,0.0,68.0,6.0,68.0
59,Alpha,q975,5.5525712258784265e-27,0.0,0.0,0.0,0.0,68.0,6.0,68.0
60,Alpha,mean,8.674208319015268e-28,0.0,0.0,0.0,0.0,50.0,6.0,50.0
60,Alpha,q025,1.718552463896748e-38,0.0,0.0,0.0,0.0,50.0,6.0,50.0
60,Alpha,q975,8.467167964716764e-28,0.0,0.0,0.0,0.0,50.0,6.0,50.0
61,Alpha,mean,1.4667129596090851e-28,0.0,0.0,0.0,0.0,76.0,4.0,76.0
61,Alpha,q025,1.6214319476200565e-39,0.0,0.0,0.0,0.0,76.0,4.0,76.0
61,Alpha,q975,1.3108027962586785e-28,0.0,0.0,0.0,0.0,76.0,4.0,76.0
62,Alpha,mean,2.4844721158815923e-29,0.0,0.0,0.0,0.0,5.0,2.0,5.0
62,Alpha,q025,1.531921924429034e-40,0.0,0.0,0.0,0.0,5.0,2.0,5.0
62,Alpha,q975,2.007405839389446e-29,0.0,0.0,0.0,0.0,5.0,2.0,5.0
63,Alpha,mean,4.215357375390481e-30,0.0,2.0,0.0,0.0,70.0,22.0,72.0
63,Alpha,q025,1.5122554813886982e-41,0.0,2.0,0.0,0.0,70.0,22.0,72.0
63,Alpha,q975,3.057947884814578e-30,0.0,2.0,0.0,0.0,70.0,22.0,72.0
64,Alpha,mean,7.162894736954534e-31,0.0,0.0,0.0,0.0,82.0,16.0,82.0
64,Alpha,q025,1.5158041997022566e-42,0.0,0.0,0.0,0.0,82.0,16.0,82.0
64,Alpha,q975,4.703649366060245e-31,0.0,0.0,0.0,0.0,82.0,16.0,82.0
65,Alpha,mean,1.2188324138761204e-31,0.0,0.0,0.0,0.0,144.0,1.0,144.0
65,Alpha,q025,1.4055558953317974e-43,0.0,0.0,0.0,0.0,144.0,1.0,144.0
65,Alpha,q975,7.206658105016474e-32,0.0,0.0,0.0,0.0,144.0,1.0,144.0
66,Alpha,mean,2.076598118013712e-32,0.0,0.0,0.0,0.0,49.0,0.0,49.0
66,Alpha,q025,1.319605387249807e-44,0.0,0.0,0.0,0.0,49.0,0.0,49.0
66,Alpha,q975,1.102868982993602e-32,0.0,0.0,0.0,0.0,49.0,0.0,49.0
67,Alpha,mean,3.542173460299924e-33,0.0,0.0,0.0,0.0,49.0,4.0,49.0
67,Alpha,q025,1.2714072034451814e-45,0.0,0.0,0.0,0.0,49.0,4.0,49.0
67,Alpha,q975,1.6859530469737628e-33,0.0,0.0,0.0,0.0,49.0,4.0,49.0
68,Alpha,mean,6.0486124787510135e-34,0.0,0.0,0.0,0.0,38.0,1.0,38.0
68,Alpha,q025,1.2048078286587509e-46,0.0,0.0,0.0,0.0,38.0,1.0,38.0
68,Alpha,q975,2.4937335737324785e-34,0.0,0.0,0.0,0.0,38.0,1.0,38.0
69,Alpha,mean,1.0338878017080698e-34,0.0,0.0,0.0,0.0,35.0,1.0,35.0
69,Alpha,q025,1.0852182274860494e-47,0.0,0.0,0.0,0.0,35.0,1.0,35.0
69,Alpha,q975,3.729471398816827e-35,0.0,0.0,0.0,0.0,35.0,1.0,35.0
0,Delta,mean,7.354986410772569e-05,2.0,0.0,4.0,6.0,0.0,5.0,12.0
0,Delta,q025,3.4520748513625534e-05,2.0,0.0,4.0,6.0,0.0,5.0,12.0
0,Delta,q975,0.000133888769609285,2.0,0.0,4.0,6.0,0.0,5.0,12.0
1,Delta,mean,0.00012791801993293627,3.0,0.0,4.0,4.0,0.0,15.0,11.0
1,Delta,q025,6.49487524866881e-05,3.0,0.0,4.0,4.0,0.0,15.0,11.0
1,Delta,q975,0.00022404880719434752,3.0,0.0,4.0,4.0,0.0,15.0,11.0
2,Delta,mean,0.00021158410035473173,6.0,0.0,17.0,23.0,0.0,21.0,46.0
2,Delta,q025,0.000113437086388235,6.0,0.0,17.0,23.0,0.0,21.0,46.0
2,Delta,q975,0.00035967388325938005,6.0,0.0,17.0,23.0,0.0,21.0,46.0
3,Delta,mean,0.0003368868935378607,10.0,0.0,10.0,36.0,0.0,10.0,56.0
3,Delta,q025,0.000186581105833475,10.0,0.0,10.0,36.0,0.0,10.0,56.0
3,Delta,q975,0.0005571215483174151,10.0,0.0,10.0,36.0,0.0,10.0,56.0
4,Delta,mean,0.0005224355186287819,1.0,0.0,15.0,33.0,0.0,12.0,49.0
4,Delta,q025,0.0002996919255857325,1.0,0.0,15.0,33.0,0.0,12.0,49.0
4,Delta,q975,0.000840331932050405,1.0,0.0,15.0,33.0,0.0,12.0,49.0
5,Delta,mean,0.0007960959652816543,0.0,0.0,11.0,31.0,0.0,9.0,42.0
5,Delta,q025,0.0004701874386701075,0.0,0.0,11.0,31.0,0.0,9.0,42.0
5,Delta,q975,0.0012550872599996726,0.0,0.0,11.0,31.0,0.0,9.0,42.0
6,Delta,mean,0.0011990090338098972,0.0,0.0,6.0,10.0,0.0,0.0,16.0
6,Delta,q025,0.0007291892941439725,0.0,0.0,6.0,10.0,0.0,0.0,16.0
6,Delta,q975,0.0018479441321893675,0.0,0.0,6.0,10.0,0.0,0.0,16.0
7,Delta,mean,0.0017913704299681325,0.0,1.0,11.0,26.0,0.0,15.0,38.0
7,Delta,q025,0.001120339303852595,0.0,1.0,11.0,26.0,0.0,15.0,38.0
7,Delta,q975,0.0027022820260559103,0.0,1.0,11.0,26.0,0.0,15.0,38.0
8,Delta,mean,0.0026607848442320257,0.0,1.0,8.0,11.0,0.0,7.0,20.0
8,Delta,q025,0.0017147919967875449,0.0,1.0,8.0,11.0,0.0,7.0,20.0
8,Delta,q975,0.00392406818338052,0.0,1.0,8.0,11.0,0.0,7.0,20.0
9,Delta,mean,0.00393421880672094,1.0,0.0,5.0,11.0,0.0,2.0,17.0
9,Delta,q025,0.00261280211119992,1.0,0.0,5.0,11.0,0.0,2.0,17.0
9,Delta,q975,0.005647694355546953,1.0,0.0,5.0,11.0,0.0,2.0,17.0
10,Delta,mean,0.005794896363335137,0.0,0.0,10.0,26.0,0.0,1.0,36.0
10,Delta,q025,0.0039572317668586775,0.0,0.0,10.0,26.0,0.0,1.0,36.0
10,Delta,q975,0.008114885541354679,0.0,0.0,10.0,26.0,0.0,1.0,36.0
11,Delta,mean,0.008505826165884512,0.0,0.0,1.0,14.0,0.0,1.0,15.0
11,Delta,q025,0.0059729588078985705,0.0,0.0,1.0,14.0,0.0,1.0,15.0
11,Delta,q975,0.011637393468134194,0.0,0.0,1.0,14.0,0.0,1.0,15.0
12,Delta,mean,0.012441876217116765,0.0,0.0,4.0,20.0,0.0,2.0,24.0
12,Delta,q025,0.008977289852003982,0.0,0.0,4.0,20.0,0.0,2.0,24.0
12,Delta,q975,0.016676332278333258,0.0,0.0,4.0,20.0,0.0,2.0,24.0
13,Delta,mean,0.018132113198799208,0.0,0.0,5.0,20.0,0.0,1.0,25.0
13,Delta,q025,0.013441896387168332,0.0,0.0,5.0,20.0,0.0,1.0,25.0
13,Delta,q975,0.0237944038875851,0.0,0.0,5.0,20.0,0.0,1.0,25.0
14,Delta,mean,0.026312851864451637,0.0,1.0,10.0,57.0,0.0,1.0,68.0
14,Delta,q025,0.020031658202560254,0.0,1.0,10.0,57.0,0.0,1.0,68.0
14,Delta,q975,0.033738278560858107,0.0,1.0,10.0,57.0,0.0,1.0,68.0
15,Delta,mean,0.037988306344222025,0.0,2.0,9.0,102.0,0.0,3.0,113.0
15,Delta,q025,0.02965323819266121,0.0,2.0,9.0,102.0,0.0,3.0,113.0
